,Faculty link
498,https://kwigillingok.lksd.org/staff_directory
499,https://tuntutuliak.lksd.org/staff_directory
500,https://go.boarddocs.com/ak/lksd/Board.nsf/goto?open&id=9ZSVDF77C396
501,https://kla.lksd.org/staff_directory
502,https://brhs.lksd.org/staff_directory
503,https://education.alaska.gov/DOE_Rolodex/SchoolCalendar/District/54
504,https://toksookbay.lksd.org/staff_directory
505,https://nightmute.lksd.org/staff_directory
506,https://mekoryuk.lksd.org/staff_directory
507,https://tununak.lksd.org/staff_directory
508,https://oscarville.lksd.org/staff_directory
509,https://goodnewsbay.lksd.org/staff_directory
510,https://tuluksak.yupiit.org/staff_directory
511,https://napakiak.lksd.org/staff_directory
512,https://napaskiak.lksd.org/staff_directory
513,https://www.bbbsd.net/page/contact-us
514,https://www.bbbsd.net/page/contact-us
515,https://www.dbsd.org/AS/Portal/our-staff
516,https://www.dbsd.org/CS/1123-Teachers.html
517,https://www.dbsd.org/District/Departments
518,https://www.dbsd.org/TVS/Departments
519,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=020012000745
520,https://www.dlgsd.org/schools/middle-high/
521,https://www.swrsd.org/domain/11
522,https://www.swrsd.org/domain/11
523,https://www.swrsd.org/domain/11
524,https://www.swrsd.org/domain/11
525,https://www.k12northstar.org/site/Default.aspx?PageType=1&SiteID=4&ChannelID=55&DirectoryType=6
526,https://www.k12northstar.org/Page/3285
527,https://www.k12northstar.org/Page/3295
528,https://www.k12northstar.org/domain/2265
529,https://www.k12northstar.org/Page/8330
530,https://www.k12northstar.org/Page/3297
531,https://www.k12northstar.org/Page/3286
532,https://www.k12northstar.org/Page/3288
533,https://www.k12northstar.org/Page/3299
534,https://www.k12northstar.org/Page/3292
535,https://www.igradalaska.org/contact-igrad/
536,https://www.ideafamilies.org/contact-us/
537,https://www.catholic-schools.org/contact-us.html
538,https://www.k12northstar.org/domain/5210
539,https://hs.hbsd.net/en-US/staff
540,https://www.hbsd.net/en-US/staff
541,https://chathamsd.org/angoon/
542,https://chathamsd.org/correspondence-program/
543,https://chathamsd.org/gustavus/
544,https://chathamsd.org/klukwan/
545,https://chathamsd.org/
546,http://www.hoonahschools.org/staff
547,https://homebridge.juneauschools.org/en-US/staff
548,https://dhss.alaska.gov/djj/Pages/GeneralInfo/Contact.aspx
549,https://jdhs.juneauschools.org/en-US/staff
550,https://tmhs.juneauschools.org/en-US/staff
551,https://ydhs.juneauschools.org/en-US/staff
552,https://www.igradalaska.org/contact-igrad/
553,https://www.ideafamilies.org/contact-us/
554,https://chkpen.org/staff/
555,https://kpbsd.org/schools/cooper-landing/staff/
556,https://kpbsd.org/schools/homer-flex/staff/
557,https://homerhighpels.com/faculty-and-staff/
558,https://hope.jcsb.org/apps/staff/
559,https://kpbsd.org/schools/kachemak-selo/staff/
560,https://kpbsd.org/schools/kenai-alt/staff/
561,https://kpbsd.org/schools/kenai-central/staff/
562,https://dhss.alaska.gov/djj/Pages/GeneralInfo/Contact.aspx
563,https://kpbsd.org/schools/nanwalek/cpt_staff_lst/staff/
564,https://kpbsd.org/schools/nikiski-middle-high/staff/
565,https://kpbsd.org/schools/nikolaevsk/staff/
566,https://ninilchikschool.blogs.kpbsd.k12.ak.us/secondary-teacher-contacts/
567,https://kpbsd.org/schools/port-graham/staff/
568,https://kpbsd.org/schools/razdolna/staff/
569,https://kpbsd.org/schools/river-city-academy/staff/
570,https://kpbsd.org/schools/seward-high/about/site-area-site-council/
571,https://kpbsd.org/schools/skyview-middle/
572,https://kpbsd.org/schools/soldotna-high/staff/
573,https://kpbsd.org/schools/susan-b-english/
574,https://kpbsd.org/schools/tebughna/staff/
575,https://kpbsd.org/schools/voznesenka/staff/
576,https://cookinletacademy.org/faculty-and-staff/
577,https://www.igradalaska.org/contact-igrad/
578,https://www.ideafamilies.org/contact-us/
579,https://www.kgbsd.org/domain/938
580,https://www.kgbsd.org/domain/522
581,https://education.alaska.gov/DOE_Rolodex/SchoolCalendar/Home/SchoolDetails/257050
582,https://www.kgbsd.org/domain/166
583,https://www.kibsd.org/about-us/staff-directory/
584,https://www.kibsd.org/about-us/staff-directory/
585,https://education.alaska.gov/DOE_Rolodex/SchoolCalendar/Home/SchoolDetails/280040
586,https://www.kibsd.org/khs/staff-directory/
587,https://education.alaska.gov/DOE_Rolodex/SchoolCalendar/Home/SchoolDetails/280080
588,https://www.kibsd.org/about-us/staff-directory/
589,https://www.kibsd.org/about-us/staff-directory/
590,https://www.kibsd.org/about-us/staff-directory/
591,https://www.lpsd.com/chignik-bay.html
592,https://www.lpsd.com/chignik-lake.html
593,https://www.lpsd.com/kokhanok.html
594,https://www.lpsd.com/meshik.html
595,https://www.lpsd.com/newhalen.html
596,https://www.lpsd.com/nondalton.html
597,https://www.lpsd.com/perryville.html
598,https://www.lpsd.com/tanalian.html
599,https://docs.google.com/document/d/1L6Y2st8sNvbHkFl3IvRHQTmRpOwI8H-0dN6f4OU5EKA/edit
600,https://www.smcsd.us/staff-teachers/
601,https://docs.google.com/document/d/1L6Y2st8sNvbHkFl3IvRHQTmRpOwI8H-0dN6f4OU5EKA/edit
602,https://docs.google.com/document/d/1L6Y2st8sNvbHkFl3IvRHQTmRpOwI8H-0dN6f4OU5EKA/edit
603,https://docs.google.com/document/d/1L6Y2st8sNvbHkFl3IvRHQTmRpOwI8H-0dN6f4OU5EKA/edit
604,https://docs.google.com/document/d/1L6Y2st8sNvbHkFl3IvRHQTmRpOwI8H-0dN6f4OU5EKA/edit
605,https://www.marshallschools.org/mhs/staff-directory.cfm
606,https://lysd.org/pilotstation/
607,https://education.alaska.gov/DOE_Rolodex/SchoolCalendar/Home/SchoolDetails/320120
608,https://lysd.org/russianmission/
609,https://lysd.org/scammonbay/
610,https://docs.google.com/document/d/1L6Y2st8sNvbHkFl3IvRHQTmRpOwI8H-0dN6f4OU5EKA/edit
611,https://docs.google.com/document/d/1OEtlgssHOjzd0nTq335C-nrvAzRvLSV1hSRQgDX0umI/edit
612,https://www.igradalaska.org/contact-igrad/
613,https://www.ideafamilies.org/contact-us/
614,https://www.matsuk12.us/employees/quicklinks
615,https://www.matsuk12.us/Page/31532
616,https://www.matsuk12.us/page/10665
617,https://www.matsuk12.us/domain/4294
618,https://www.matsuk12.us/domain/6829
619,https://www.matsuk12.us/Page/47694
620,https://www.palmerschools.org/apps/staff/
621,https://www.matsuk12.us/domain/4979
622,https://www.matsuk12.us/domain/3006
623,http://www.twindlybridge.us/tbcs-staff.html
624,https://www.matsuk12.us/domain/3084
625,https://www.matsuk12.us/domain/3233
626,https://www.facebook.com/WasillaLakeChristianSchool/
627,https://alak.nsbsd.org/staff_directory
628,https://barrowhigh.nsbsd.org/
629,https://kaveolook.nsbsd.org/
630,https://kali.nsbsd.org/
631,https://meaderiver.nsbsd.org/
632,https://trapper.nsbsd.org/
633,https://nunamiut.nsbsd.org/
634,https://tikigaq.nsbsd.org/
635,https://m.facebook.com/AniguiinSchool/
636,https://stmichael.bssd.org/o/st-michael-school/staff
637,https://brevig.bssd.org/o/brevig-mission/staff
638,https://diomede.bssd.org/o/diomede/staff
639,https://gambell.bssd.org/o/gambell-school/staff
640,https://savoonga.bssd.org/o/savoonga-school/staff
641,https://teller.bssd.org/o/teller-school/staff
642,https://koyuk.bssd.org/o/koyuk/staff
643,https://www.bssd.org/o/golovin-school/staff
644,https://shaktoolik.bssd.org/o/shaktoolik-school/staff
645,https://shishmaref.bssd.org/o/shishmaref-school/staff
646,https://stebbins.bssd.org/o/stebbins-school/staff
647,https://unalakleet.bssd.org/o/unalakleet/staff
648,https://www.bssd.org/o/wales-school/staff
649,https://whitemountain.bssd.org/o/white-mountain-school/page/staff
650,https://www.nomeschools.org/domain/60
651,https://www.nwarctic.org/domain/1207
652,https://www.nwarctic.org/domain/1304
653,https://www.nwarctic.org/site/Default.aspx?PageType=1&SiteID=16&ChannelID=68&DirectoryType=6
654,https://www.nwarctic.org/domain/1410
655,https://www.nwarctic.org/domain/1346
656,https://www.nwarctic.org/site/Default.aspx?PageType=1&SiteID=12&ChannelID=62&DirectoryType=6
657,https://www.nwarctic.org/site/Default.aspx?PageType=1&SiteID=13&ChannelID=65&DirectoryType=6
658,https://www.nwarctic.org/domain/1527
659,https://www.nwarctic.org/domain/1454
660,https://www.nwarctic.org/domain/1332
661,https://www.pcsd.us/staff
662,https://www.kakeschools.com/staff
663,https://aisdk12.org/
664,https://education.alaska.gov/DOE_Rolodex/SchoolCalendar/Home/SchoolDetails/136010
665,https://www.craighighschool.org/departments/administration
666,https://www.paceschool.net/learning-centers/craig/
667,https://hydaburg.k12.ak.us/totem-correspondence/staff/
668,https://www.klawockschool.com/staff
669,https://docs.google.com/document/d/12wUo66AlHS71Jr9KgsDxcJbbbl5MSBLqUwL5HgjYMlM/edit
670,https://www.sisd.org/o/thornebay/staff
671,http://www.mehs.us/athletics___activities/contact_information
672,https://www.sitkaschools.org/staffdirectory
673,https://www.sitkaschools.org/domain/555
674,https://www.skagwayschool.org/en-US/staff
675,https://www.agsd.us/page/reach-academy-1
676,https://www.agsd.us/o/agsd/staff?filter=10738
677,https://www.agsd.us/o/agsd/staff?filter=10735
678,https://www.agsd.us/o/agsd/staff?filter=10735
679,https://www.agsd.us/o/agsd/staff?filter=10735
680,https://www.agsd.us/page/tok-school
681,https://www.agsd.us/page/walter-northway-school-ak
682,https://www.dgsd.us/District/Department/12-Delta-High-School
683,https://www.dgsd.us/District/Department/11-Delta-Greely-Homeschool
684,https://education.alaska.gov/DOE_Rolodex/SchoolCalendar/Home/SchoolDetails/147010
685,https://www.chugachschooldistrict.com/staff/
686,https://www.focushomeschool.org/staff/
687,https://www.chugachschooldistrict.com/school-board/
688,https://www.chugachschooldistrict.com/staff/
689,https://www.valdezcityschools.org/site/Default.aspx?PageType=1&SiteID=8&ChannelID=45&DirectoryType=6
690,https://www.crsd.us/staff
691,https://www.crsd.us/staff
692,https://www.crsd.us/staff
693,https://www.crsd.us/staff
694,https://www.cordovasd.org/CJS/Staff/
695,https://www.wpsd.us/domain/9
696,https://yakutatschools.org/staff/
697,https://www.galenaalaska.org/gila/teachers-staff/
698,https://www.galenaalaska.org/shs/teachers-and-staff//
699,https://www.galenaalaska.org/shs/teachers-and-staff/
700,https://www.iditarodsd.org/staff
701,https://www.iditarodsd.org/staff
702,https://dlc.iditarodsd.org/contact/
703,https://www.iditarodsd.org/staff
704,https://www.iditarodsd.org/staff
705,https://www.iditarodsd.org/staff
706,https://www.iditarodsd.org/staff
707,https://www.iditarodsd.org/staff
708,https://www.yksd.com/site/Default.aspx?PageType=1&SiteID=1&ChannelID=40&DirectoryType=6
709,https://www.yksd.com/site/default.aspx?PageType=14&DomainID=31&PageID=751&ModuleInstanceID=1041&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&IsMoreExpandedView=True
710,https://www.yksd.com/site/Default.aspx?PageType=1&SiteID=1&ChannelID=40&DirectoryType=6
711,https://www.igradalaska.org/contact-igrad/
712,https://www.ideafamilies.org/contact-us/
713,https://www.yksd.com/site/default.aspx?PageType=14&DomainID=34&PageID=755&ModuleInstanceID=1052&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&IsMoreExpandedView=True
714,https://www.yksd.com/site/default.aspx?PageType=14&DomainID=35&PageID=754&ModuleInstanceID=1049&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&IsMoreExpandedView=True
715,https://www.yksd.com/site/default.aspx?PageType=14&DomainID=36&PageID=756&ModuleInstanceID=1055&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&IsMoreExpandedView=True
716,https://aktcsd.org/staff/
717,https://www.yksd.com/site/default.aspx?PageType=14&DomainID=37&PageID=757&ModuleInstanceID=1058&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&IsMoreExpandedView=True
718,https://www.ugdsb.ca/minto/staff/
719,https://www.nenanalynx.org/staff
720,https://chs.chinleusd.k12.az.us/apps/staff/
721,https://www.ganado.k12.az.us/Administration
722,https://mfhs.bie.edu/
723,https://www.publicschoolreview.com/new-visions-academy-st-john-s-campus-profile
724,https://www.rmusd.net/apps/pages/index.jsp?uREC_ID=460208&type=d
725,https://rvchs.rmusd.net/apps/staff/
726,https://www.rpcsaz.org/administration
727,http://www.roughrock.k12.az.us/directory
728,http://wpw.elks.net/_HS/hs.directory.asp
729,https://www.stjohnshigh.org/about-sj/board-of-trustees
730,https://www.stmichaelssf.org/apps/pages/index.jsp?uREC_ID=346690&type=d&pREC_ID=755208
731,https://www.sandersusd.net/domain/90
732,https://www.wrschool.net/Phone_Directory
733,https://www.pps.net/domain/1912
734,https://bhs.busd.k12.az.us/229092_2
735,https://schools.pgcps.org/Bowie/Archived-Bowie/2021-2022-Administration/
736,https://www.svusd68.org/BHS/2569-Our-Staff.html
737,https://dhs.dcsd.net/teaching_staff
738,https://www.stdavidschools.org/Our_Staff
739,https://www.sansimon.org/district
740,https://www.tombstoneschools.org/Administration
741,https://www.vuhs.net/District/Staff/
742,https://whs.wusd13.org/Staff
743,https://www.fusd1.org/site/Default.aspx?PageType=1&SiteID=806&ChannelID=840&DirectoryType=6
744,https://flagarts.com/about/faculty-staff/
745,https://www.fusd1.org/domain/926
746,https://everipedia.org/wiki/lang_en/New_Horizon_Christian_Academy
747,http://northlandprep.org/academics/meet-the-teachers/
748,https://bruin.eduhsd.k12.ca.us/Staff-Directory/index.html
749,https://www.fredonia.wnyric.org/Page/36
750,https://www.grandcanyonschool.org/domain/23
751,https://www.greyhillsacademy.org/administration-staff/
752,https://www.gcsnc.com/domain/5248
753,http://www.greyhillsacademy.org/administration-staff/
754,http://www.ccasdaz.org/about-us/faculty/
755,https://www.pisd.edu/site/Default.aspx?PageType=1&SiteID=77&ChannelID=2360&DirectoryType=6
756,https://www.globeschools.org/staff
757,https://www.hwusd.org/o/hayden-winkleman-unified-school-district/staff
758,https://www.liberty-high.net/
759,https://www.allisonacademy.com/staff/
760,https://www.training.ovsm.com/listing/new-visions-academy-star-valley/
761,https://www.pusd10.org/staff
762,https://www.scbraves.net/about-us/administration
763,https://young-p.schools.nsw.gov.au/about-our-school/our-staff.html
764,https://fths.ftusd.org/o/fths/staff
765,https://www.saffordusd.com/domain/37
766,https://www.pimaschools.org/Administration
767,https://az50000186.schoolwires.net//site/default.aspx?PageType=2&PageModuleInstanceID=2753&ViewID=d23c305b-e295-4186-9257-b05a61f233d9&RenderLoc=0&FlexDataID=0&Filter=Site%3ASafford%20High%20School
768,https://ths.thatcherud.org/contact
769,https://dusdwildkats.org/high-school
770,https://morenci.org/index.php/mhs-faculty
771,https://phs.parkerusd.org/o/parker/staff
772,https://sites.google.com/a/salomehs.org/salome-high-school/about-us/staff?authuser=0
773,https://anthemprep.greatheartsamerica.org/academics/college-counseling/
774,https://www.dvusd.org/site/Default.aspx?PageType=1&SiteID=40&ChannelID=135&DirectoryType=6
775,https://www.aguafria.org/domain/85
776,https://www.aguafria.org/domain/85
777,https://lajoya.tuhsd.org/Our_Staff
778,https://www.jp2catholic.org/faculty
779,https://westview.tuhsd.org/Our_Staff
780,https://www.tuhsd.org/Governing_Board
781,http://buhsdhs.ss12.sharpschool.com/contact_us/administration_staff
782,https://docs.google.com/document/u/2/d/e/2PACX-1vTBjQEZNr21JXViBWvgLgAmfxiaML_r-BGiMXqT_Xm5XILWx_d8JzrC4GWUZXSCsyP2u4-PypnndTAQ/pub
783,https://www.aguafria.org/domain/161
784,https://buhsdyhs.ss12.sharpschool.com/contact_us/administration_staff
785,https://skyviewhigh.nsd131.org/apps/staff/
786,https://www.thrivepointhighschool.com/locations-and-staff/
787,https://www.cusd80.com/site/Default.aspx?PageType=1&SiteID=2376&ChannelID=2379&DirectoryType=6
788,https://azcompassprep.com/about/#teachers
789,https://www.cusd80.com/site/Default.aspx?PageType=1&SiteID=457&ChannelID=513&DirectoryType=6
790,https://www.cusd80.com/site/Default.aspx?PageType=1&SiteID=913&ChannelID=948&DirectoryType=6
791,https://chandlerprep.greatheartsamerica.org/about-us/faculty-staff/
792,https://cougar.eduhsd.k12.ca.us/Staff-Directory/index.html
793,https://hamiltonhs-lausd-ca.schoolloop.com/coordinators
794,https://lincolnprep.greatheartsamerica.org/faculty-staff/
795,https://sonoranschools.org/Administration
796,https://www.primaveraonline.com/contact-support/
797,https://www.setoncatholic.org/apps/staff/
798,https://tcawarriors.org/our-team/
799,https://www.vcs.net/about/president/executive-team
800,https://www.alaschools.org/gilbert-north-7-12/about/staff
801,https://www.gilbertschools.net/Page/109
802,https://dhthunder.org/faculty-directory/all/
803,https://gilbertchristianschools.org/our-staff/
804,https://www.gilbertschools.net/Page/760
805,https://www.gilbertschools.net/Page/760
806,https://www.highlandhs.org/about/administration
807,https://www.husd.org/site/Default.aspx?PageType=1&SiteID=1392&ChannelID=1410&DirectoryType=6
808,https://leadingedgeacademy.com/gilbert-elementary/principals-note/
809,https://mesquitehighschool.mesquiteisd.org/staff-directory
810,https://www.perry-lake.org/BoardofEducation.aspx
811,https://www.husd.org/site/Default.aspx?PageType=1&SiteID=1722&ChannelID=1740&DirectoryType=6
812,https://sites.google.com/a/guhsdaz.org/glendale-faculty-directory/
813,https://sites.google.com/a/guhsdaz.org/apollo-faculty-directory/
814,https://www.peoriaunified.org/Page/1988
815,https://coppercanyon.tuhsd.org/Our_Staff
816,https://www.dvusd.org/domain/2440
817,https://www.dhschools.org/about-us/governing-board
818,https://www.gusd.net/site/Default.aspx?PageType=1&SiteID=150&ChannelID=2271&DirectoryType=6
819,https://glendaleprep.greatheartsamerica.org/about-us/faculty-staff/
820,https://independence.kernhigh.org/apps/pages/index.jsp?uREC_ID=608015&type=d&pREC_ID=1084985
821,https://www.peoriaunified.org/domain/2765
822,https://dreamcityschools.org/contact-us
823,https://www.dvusd.org/domain/723
824,https://www.peoriaunified.org/domain/463
825,https://www.dvusd.org/domain/587
826,https://www.laveenschools.org/departments/academic-services/
827,https://www.pxu.org/domain/415
828,https://www.houstonisd.org/domain/44379
829,https://www.heritageacademy.com.sg/about-us/our-teaching-faculties/
830,http://www.mpsaz.org/edservices
831,https://areteprepacademy.greatheartsamerica.org/about-us/faculty-staff/
832,https://www.gilbertschools.net/domain/414
833,http://www.mpsaz.org/dobson/staff/
834,https://ehs.qcusd.org/Teachers-and-Staff
835,http://www.mpsaz.org/eva/staff/
836,https://www.heritageacademy.com.sg/about-us/our-teaching-faculties/
837,http://www.mpsaz.org/mesa/staff/
838,https://mvhs.mvla.net/Our-School/Administration-Team/index.html
839,https://www.pvschools.net/schools/pinnacle-high/our-staff
840,http://www.mpsaz.org/rmhs/staff/
841,https://www.hillsboroughschools.org/domain/1208
842,https://www.sequoiacharter.org/apps/staff/
843,https://www.issaquah.wednet.edu/skylinehs/staff
844,https://www.sunvalleymesa.com/school-leader--staff.html
845,http://www.mpsaz.org/superstition/staff/
846,https://westwood.roundrockisd.org/directory/administration/
847,https://www.gilbertschools.net/domain/410
848,https://www.isd12.org/staff-list
849,https://www.lps53.org/domain/5025
850,https://www.peoriaunified.org/Page/3306
851,https://www.peoriabulldogs.com/faculty-and-staff.html
852,https://skylineprephighschool.com/teachers/
853,https://www.peoriaunified.org/domain/2003
854,https://www.basised.com/peoria/our-school/school-managers/
855,https://adjc.az.gov/about-adjc/executive-team
856,https://www.alhambrahigh.org/pf4/cms2/view_page?d=x&group_id=1530581990238&vdid=i5g1vuwm605ek
857,https://sites.google.com/ausd.net/ahs-about-us/administration
858,https://www.azacademy.org/our-team/staff-faculty-directory.cfm
859,https://www.alacoyotes.org/page/140006229/140048992/Faculty-and-Staff
860,https://arizonapreparatoryacademy.com/about/school-staff/
861,https://goasa.org/board-of-directors/
862,https://www.dvusd.org/domain/7927
863,https://www.pxu.org/administration
864,https://www.pxu.org/domain/375
865,https://www.bourgadecatholic.org/personnel-directory.html
866,https://www.brophyprep.org/about/directory?865665_contentId=865665&865665_deptId=24448&865665_letter=
867,https://www.pxu.org/domain/393
868,https://www.pxu.org/domain/3948
869,https://www.pxu.org/domain/397
870,https://sites.google.com/a/guhsdaz.org/cortez-faculty-directory/
871,https://www.crestviewpreparatory.com/school-leader--staff.html
872,https://northstaraz.com/contact-us/
873,https://www.deervalleyacademy.org/information.html
874,https://www.tempeunion.org/domain/517
875,https://www.pxu.org/domain/6842
876,https://excelprepacademy.org/about-us/
877,https://www.pxu.org/administration
878,https://www.gatewaycc.edu/about
879,https://www.flocrit.org/leadership/our-school/
880,https://www.glenviewadventistacademy.org/about
881,https://sites.google.com/a/guhsdaz.org/greenway-faculty-directory/
882,https://horizonhonors.org/contact/staff
883,http://crownpoinths.com/board/
884,https://www.pxu.org/site/Default.aspx?PageType=1&SiteID=15&ChannelID=467&DirectoryType=6
885,http://www.mayahs.com/school-leader--staff.html
886,https://www.pxu.org/Page/4893
887,https://www.guhsdaz.org/departments
888,https://www.metro-arts.org/apps/staff/
889,https://www.atlantapublicschools.us/domain/7070
890,https://missionacademyhs.org/governing-board/
891,https://www.guhsdaz.org/departments
892,https://www.tempeunion.org/domain/246
893,https://www.espiritu.org/domain/2062
894,https://www.pvschools.net/schools/north-canyon-high/our-staff
895,https://www.pxu.org/administration
896,https://northpointeprep.com/staff/
897,https://ncslacey.org/nchs-staff-2/
898,https://www.pvschools.net/schools/paradise-valley-high/our-staff
899,https://www.phoenixchristian.org/about/
900,https://www.maricopa.edu/about/governing-board
901,https://www.pcds.org/about/our-faculty-staff
902,https://www.pvschools.net/schools/pinnacle-high/our-staff
903,https://polaris.alpineschools.org/faculty-staff/
904,http://precisionacademy.in/precision-team
905,https://www.premierhighschool.com/teacherpages
906,http://rcbprep.com/board/
907,https://www.pvschools.net/schools/roadrunner-school/our-staff/all-school-staff
908,https://smknights.org/contact/
909,https://www.siatech.org/board-of-directors/
910,https://scottsdalechristian.org
911,https://www.pvschools.net/schools/shadow-mountain-high/our-staff
912,https://sierralinda.tuhsd.org/Our_Staff
913,https://www.skylineschools.com/teachers/
914,https://sonoranschools.org/SSA-Phoenix
915,https://www.pxu.org/domain/4783
916,https://www.rock-hill.k12.sc.us/domain/189
917,https://www.southridgeprep.com/school-leader--staff.html
918,https://www.summit.k12.nj.us/district/administration
919,https://sites.google.com/a/guhsdaz.org/sunnyslope-faculty-directory/
920,https://www.pxu.org/domain/457
921,https://greatnonprofits.org/org/tesseract-school-1
922,https://sites.google.com/a/guhsdaz.org/thunderbird-faculty-directory/
923,https://www.pxu.org/domain/56
924,https://www.vlhs.com/about-valley-lutheran/faculty-staff/
925,https://veritasprep.greatheartsamerica.org/about-us/faculty-staff/
926,https://washington-fusd-ca.schoolloop.com/pf4/cms2/view_page?d=x&group_id=1548490976664&vdid=i39a234ll4ra
927,https://www.westphoenixhs.com/school-leader--staff.html
928,https://www.xcp.org/why-xavier/leadership/
929,https://americanleadershipacademy.org/secondary-teachers/
930,https://canyonstateacademy.com/about-us/
931,https://www.cusd80.com/domain/6672
932,https://hagateway.com/our-staff/
933,https://qchs.qcusd.org/Teachers-and-Staff
934,https://www.basised.com/scottsdale/our-school/school-managers/
935,https://www.bellavistacollegeprep.com/contact-us-1
936,https://www.tvusd.k12.ca.us/domain/9490
937,https://chs.coronadousd.net/CHS-Contact/index.html
938,https://www.susd.org/Page/710
939,http://foothillsacademy.com/teachers/
940,http://www.theglc-gatewayacademy.org.uk/18/staff-list
941,https://www.pvschools.net/schools/horizon-high/our-school/administrative-profiles
942,https://www.ndpsaints.org/about/leadership
943,https://ranchosolano.com/about/leadership/
944,https://www.susd.org/domain/376
945,https://srhs.saltriverschools.org/gateway/Login.aspx?ReturnUrl=%2f
946,https://scottsdaleprep.greatheartsamerica.org/about-us/faculty-staff/
947,https://www.thunderbirdacademy.org/thunderbird-staff
948,https://www.villedemarieacademy.org/about/board/
949,https://www.azcharter.com/staff-links
950,https://www.surpriseprep.org/apps/staff/
951,https://www.greatschools.org/arizona/surprise/5414-Paradise-Honors-High-School/#Neighborhood
952,https://www.srhsmustangs.com/apps/staff/
953,https://www.dysart.org/MainSite/Contact.aspx
954,https://www.dysart.org/MainSite/Contact.aspx
955,https://www.tempeunion.org/domain/33
956,https://www.tempeunion.org/Page/3668
957,https://www.tempeunion.org/domain/295
958,https://www.madisonprep.org/staff.html
959,https://www.tempeunion.org/domain/126
960,https://www.tempeunion.org/domain/141
961,https://www.aznsaa.com/nsaafaculty
962,https://www.pvschools.net/schools/pinnacle-high/our-staff
963,https://www.studentchoicehighschool.com/District-Leadership-Team
964,https://www.practutor.com/us-schools/tempe-accelerated-high-school-code-40038701735
965,https://www.tempeunion.org/domain/374
966,https://www.tempeprep.org/staff.jsp
967,https://www.aaechs.com/enrollment/campus-contact
968,https://www.aguafria.org/domain/1235
969,https://az02204140.schoolwires.net/domain/3384
970,https://www.aguafria.org/domain/1158
971,https://www.dysart.org/MainSite/Contact.aspx
972,https://www.greatschools.org/arizona/surprise/3004-E-Institute-At-Acoma/
973,https://buhsdefhs.ss12.sharpschool.com/cms/One.aspx?portalId=12639411&pageId=12666230
974,https://www.hs.fountainhillsschools.org/Administration_Staff
975,http://www.gbusd.org/staff_directory
976,https://www.aguafria.org/domain/245
977,https://www.pcds.org/about/our-faculty-staff
978,https://www.sdi.edu/request-information/
979,https://www.tuhsd.org/Governing_Board
980,https://tvhs.smusd90.org/Staff
981,https://www.wickenburgschools.org/domain/105
982,https://lajoya.tuhsd.org/Our_Staff
983,https://www.bdusd.org/schools/high/about/staff-admin.cfm
984,https://www.elcap.us/District/91-Untitled.html
985,http://kaolaz.org/faculty.html
986,https://khs.kusd.org/staff/directory/
987,https://lhhs.lhusd.org/ourstaff
988,https://lwhs.kusd.org/staff/directory/
989,https://www.mohavelearning.org/staff
990,http://www.mohave.coloradoriverschools.org/contact-us
991,https://www.kusd.org/staff/directory/
992,http://www.rivervalley.coloradoriverschools.org/about-us/administration-staff
993,https://www.wusd.us/page/ahs.departments
994,https://www.brusd.org/Domain/29
995,https://www.dishchiibikoh.org/apps/staff/
996,https://www.holbrook.k12.az.us/page/school-board
997,https://www.hjshs.org/apps/staff/
998,https://m.facebook.com/pages/category/School/Jefferson-Academy-1134231159949185/
999,https://jcusd.us/governingboard/
